Net_Metrekare,Brüt_Metrekare,Oda_Sayısı,Binanın_Yaşı,Fiyat,Şehir,Binanın_Kat_Sayısı,Kullanım_Durumu,Banyo_Sayısı,Apartman_Mi,Zemin_Mi,Cati_Mi,Isıtma_Tipi_Doğalgaz Sobalı,Isıtma_Tipi_Güneş Enerjisi,Isıtma_Tipi_Isıtma Yok,Isıtma_Tipi_Jeotermal,Isıtma_Tipi_Kat Kaloriferi,Isıtma_Tipi_Klimalı,Isıtma_Tipi_Kombi Doğalgaz,Isıtma_Tipi_Merkezi (Pay Ölçer),Isıtma_Tipi_Merkezi Doğalgaz,Isıtma_Tipi_Merkezi Kömür,Isıtma_Tipi_Sobalı,Isıtma_Tipi_Yerden Isıtma
120.0,150.0,4.0,25.0,950000.0,2459322.338610378,6.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
100.0,125.0,4.0,7.0,1250000.0,2459322.338610378,10.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
89.0,95.0,3.0,0.0,1750000.0,2459322.338610378,14.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
40.0,55.0,2.0,0.0,1300000.0,2459322.338610378,14.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
140.0,150.0,4.0,7.0,1700000.0,2459322.338610378,4.0,0.0,1.0,1.0,1.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False
40.0,55.0,2.0,7.0,765000.0,2459322.338610378,13.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False
90.0,110.0,3.0,0.0,1700000.0,2459322.338610378,14.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
105.0,145.0,4.0,7.0,1995000.0,2459322.338610378,11.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
110.0,130.0,4.0,7.0,2550000.0,2459322.338610378,11.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
100.0,120.0,3.0,0.0,2465000.0,2459322.338610378,6.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
130.0,145.0,4.0,18.0,2085000.0,2459322.338610378,9.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
90.0,110.0,3.0,7.0,1785000.0,2459322.338610378,3.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False
100.0,120.0,4.0,7.0,2090000.0,2459322.338610378,10.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
140.0,150.0,4.0,7.0,3200000.0,2459322.338610378,5.0,0.0,2.0,1.0,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False
45.0,50.0,2.0,0.0,975000.0,2459322.338610378,14.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
45.0,60.0,2.0,0.0,1100000.0,2459322.338610378,12.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False
220.0,250.0,5.0,25.0,4200000.0,2459322.338610378,12.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
80.0,95.0,3.0,0.0,1395000.0,2459322.338610378,13.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False
85.0,110.0,3.0,0.0,2370000.0,2459322.338610378,14.0,0.0,2.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
125.0,175.0,4.5,7.0,2700000.0,2459322.338610378,10.0,0.0,2.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
140.0,150.0,4.0,25.0,2390000.0,2459322.338610378,8.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
110.0,130.0,4.0,7.0,3800000.0,2459322.338610378,3.0,0.0,2.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
130.0,140.0,4.0,7.0,2300000.0,2459322.338610378,4.0,0.0,2.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
70.0,80.0,3.0,18.0,1185000.0,2459322.338610378,12.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False
200.0,250.0,6.0,0.0,5498000.0,2459322.338610378,15.0,0.0,2.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
110.0,160.0,4.0,25.0,1995000.0,2459322.338610378,7.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False
80.0,90.0,3.0,7.0,1295000.0,2459322.338610378,10.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False
110.0,125.0,4.0,7.0,1600000.0,2459322.338610378,11.0,0.0,2.0,1.0,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False
115.0,130.0,3.0,7.0,2250000.0,2459322.338610378,5.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False
105.0,160.0,4.0,7.0,1850000.0,2459322.338610378,13.0,0.0,2.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
110.0,130.0,4.0,7.0,1650000.0,2459322.338610378,13.0,0.0,2.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
85.0,90.0,4.0,25.0,1665000.0,2459322.338610378,12.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False
95.0,125.0,3.0,7.0,1340000.0,2459322.338610378,5.0,0.0,2.0,1.0,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False
147.0,150.0,4.0,7.0,2500000.0,2459322.338610378,5.0,0.0,2.0,1.0,1.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False
80.0,110.0,3.0,7.0,1180000.0,2459322.338610378,12.0,0.0,2.0,1.0,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False
140.0,150.0,4.0,0.0,2500000.0,2459322.338610378,5.0,0.0,3.0,1.0,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False
145.0,150.0,4.0,7.0,2500000.0,2459322.338610378,5.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False
110.0,120.0,3.0,25.0,2200000.0,2459322.338610378,2.0,0.0,2.0,1.0,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False
130.0,140.0,3.0,7.0,2500000.0,2459322.338610378,6.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False
100.0,120.0,3.0,0.0,2390000.0,2459322.338610378,5.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
45.0,100.0,2.0,0.0,1500000.0,2459322.338610378,2.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False
85.0,125.0,3.0,7.0,1760000.0,2459322.338610378,10.0,0.0,2.0,1.0,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False
100.0,120.0,3.0,0.0,2485000.0,2459322.338610378,10.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False
80.0,90.0,3.0,0.0,2450000.0,2459322.338610378,8.0,0.0,1.0,1.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False
147.0,170.0,4.0,13.0,2370000.0,2459322.338610378,11.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
45.0,50.0,2.0,7.0,1100000.0,2459322.338610378,13.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False
80.0,90.0,3.0,7.0,1650000.0,2459322.338610378,13.0,0.0,1.0,1.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False
175.0,230.0,5.0,18.0,5998000.0,2459322.338610378,12.0,0.0,2.0,0.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
200.0,240.0,5.0,13.0,5998000.0,2459322.338610378,12.0,0.0,2.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
120.0,150.0,4.0,25.0,3000000.0,2459322.338610378,5.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False
149.0,200.0,5.0,0.0,6900000.0,2459322.338610378,14.0,0.0,2.0,1.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True
78.0,100.0,3.0,0.0,1500000.0,2459322.338610378,9.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
76.0,100.0,3.0,0.0,1350000.0,2459322.338610378,9.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
76.0,100.0,3.0,0.0,1700000.0,2459322.338610378,9.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
160.0,210.0,5.0,0.0,4100000.0,2459322.338610378,9.0,0.0,2.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
125.0,165.0,3.0,0.0,2400000.0,2459322.338610378,1.0,0.0,1.0,1.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False
40.0,45.0,2.0,7.0,885000.0,2459322.338610378,13.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
50.0,60.0,2.0,7.0,1550000.0,2459322.338610378,13.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False
160.0,220.0,4.0,25.0,3200000.0,2459322.338610378,8.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False
85.0,120.0,3.0,7.0,2575000.0,2459322.338610378,8.0,0.0,2.0,1.0,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False
80.0,88.0,3.0,13.0,1500000.0,2459322.338610378,6.0,0.0,1.0,1.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False
85.0,125.0,5.0,7.0,2300000.0,2459322.338610378,14.0,0.0,2.0,1.0,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False
170.0,240.0,5.0,7.0,4620000.0,2459322.338610378,12.0,0.0,2.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
150.0,175.0,4.0,13.0,2400000.0,2459322.338610378,9.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
93.0,110.0,3.0,0.0,1400000.0,2459322.338610378,5.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
90.0,110.0,3.0,7.0,1170000.0,2459322.338610378,15.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
125.0,145.0,4.0,7.0,2100000.0,2459322.338610378,8.0,0.0,2.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
90.0,95.0,3.0,7.0,1200000.0,2459322.338610378,15.0,0.0,2.0,1.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False
65.0,85.0,3.0,7.0,1070000.0,2459322.338610378,5.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False
40.0,75.0,2.0,0.0,1100000.0,2459322.338610378,10.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False
240.0,250.0,5.0,18.0,3750000.0,2459322.338610378,12.0,0.0,2.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
120.0,170.0,4.0,7.0,2930000.0,2459322.338610378,12.0,0.0,2.0,1.0,1.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
50.0,60.0,2.0,0.0,975000.0,2459322.338610378,14.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False
125.0,150.0,5.0,25.0,2000000.0,2459322.338610378,3.0,0.0,1.0,1.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False
110.0,120.0,4.0,13.0,2300000.0,2459322.338610378,10.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
165.0,180.0,4.0,13.0,2650000.0,2459322.338610378,9.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False
135.0,160.0,4.0,25.0,2600000.0,2459322.338610378,13.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
120.0,140.0,4.0,0.0,1920000.0,2459322.338610378,5.0,0.0,2.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
105.0,120.0,3.0,0.0,2465000.0,2459322.338610378,14.0,0.0,2.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
230.0,250.0,5.0,7.0,6750000.0,2459322.338610378,3.0,0.0,2.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
130.0,165.0,4.0,7.0,2850000.0,2459322.338610378,15.0,0.0,2.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
85.0,130.0,3.0,18.0,1240000.0,2459322.338610378,4.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False
40.0,50.0,2.0,7.0,1195000.0,2459322.338610378,6.0,0.0,1.0,1.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False
130.0,165.0,4.0,7.0,2150000.0,2459322.338610378,6.0,0.0,2.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
90.0,120.0,3.0,7.0,2020000.0,2459322.338610378,12.0,0.0,2.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
135.0,155.0,4.0,18.0,3350000.0,2459322.338610378,11.0,0.0,2.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
80.0,100.0,3.0,7.0,1480000.0,2459322.338610378,5.0,0.0,2.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
40.0,60.0,2.0,18.0,978000.0,2459322.338610378,10.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False
130.0,150.0,4.0,0.0,1550000.0,2459322.338610378,4.0,0.0,2.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
65.0,85.0,3.0,7.0,2075000.0,2459322.338610378,12.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False
100.0,115.0,3.0,0.0,1670000.0,2459322.338610378,13.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
100.0,120.0,4.0,0.0,1985000.0,2459322.338610378,11.0,0.0,2.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
64.0,94.0,3.0,7.0,1150000.0,2459322.338610378,8.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
82.0,102.0,3.0,7.0,1750000.0,2459322.338610378,6.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
125.0,135.0,4.0,7.0,3425000.0,2459322.338610378,4.0,0.0,2.0,1.0,1.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
98.0,105.0,3.0,7.0,2050000.0,2459322.338610378,13.0,0.0,2.0,1.0,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False
88.0,120.0,3.0,0.0,2465000.0,2459322.338610378,14.0,0.0,2.0,1.0,1.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
85.0,120.0,3.0,7.0,2465000.0,2459322.338610378,14.0,0.0,2.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
70.0,90.0,3.0,7.0,1995000.0,2459322.338610378,9.0,0.0,2.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
85.0,135.0,3.0,7.0,1525000.0,2459322.338610378,15.0,0.0,2.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
135.0,195.0,4.0,25.0,3125000.0,2459322.338610378,9.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False
210.0,220.0,4.0,13.0,3200000.0,2459322.338610378,6.0,0.0,1.0,1.0,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False
130.0,150.0,4.0,7.0,8250000.0,2459322.338610378,3.0,0.0,2.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
45.0,55.0,2.0,0.0,1125000.0,2459322.338610378,13.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False
80.0,90.0,3.0,18.0,1250000.0,2459322.338610378,12.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
250.0,300.0,5.5,18.0,2750000.0,2459322.338610378,2.0,0.0,2.0,1.0,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False
44.0,45.0,2.0,0.0,1500000.0,2459322.338610378,2.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False
45.0,95.0,2.0,0.0,1450000.0,2459322.338610378,2.0,0.0,1.0,1.0,1.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False
45.0,70.0,2.0,0.0,1250000.0,2459322.338610378,2.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False
190.0,210.0,5.0,7.0,2250000.0,2459322.338610378,11.0,0.0,2.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
110.0,215.0,7.0,18.0,3750000.0,2459322.338610378,3.0,0.0,2.0,1.0,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False
78.0,100.0,3.0,0.0,1500000.0,2459322.338610378,9.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
76.0,100.0,3.0,0.0,1500000.0,2459322.338610378,9.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
78.0,100.0,3.0,0.0,1750000.0,2459322.338610378,9.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
210.0,250.0,5.0,18.0,8450000.0,2459322.338610378,15.0,0.0,3.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
55.0,60.0,2.0,7.0,1550000.0,2459322.338610378,13.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False
100.0,155.0,4.0,7.0,2095000.0,2459322.338610378,15.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
55.0,65.0,2.0,7.0,1550000.0,2459322.338610378,13.0,0.0,1.0,1.0,1.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False
95.0,120.0,3.0,0.0,2465000.0,2459322.338610378,14.0,0.0,2.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
148.0,167.0,4.0,13.0,2275000.0,2459322.338610378,11.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
130.0,185.0,5.0,13.0,2950000.0,2459322.338610378,15.0,0.0,2.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
100.0,135.0,3.0,25.0,2275000.0,2459322.338610378,4.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
120.0,150.0,4.0,18.0,2100000.0,2459322.338610378,4.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
39.0,45.0,2.0,0.0,1050000.0,2459322.338610378,13.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
90.0,110.0,3.0,13.0,1480000.0,2459322.338610378,10.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
120.0,155.0,4.0,7.0,3500000.0,2459322.338610378,12.0,0.0,2.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
37.0,55.0,2.0,0.0,990000.0,2459322.338610378,7.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
190.0,200.0,5.0,13.0,3050000.0,2459322.338610378,11.0,0.0,2.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
90.0,110.0,3.0,7.0,2830000.0,2459322.338610378,10.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
90.0,111.0,4.0,0.0,1325000.0,2459322.338610378,5.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
90.0,130.0,3.0,7.0,1950000.0,2459322.338610378,12.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
150.0,170.0,4.0,25.0,3200000.0,2459322.338610378,13.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
110.0,135.0,4.0,0.0,1600000.0,2459322.338610378,4.0,0.0,2.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
125.0,160.0,5.0,7.0,2600000.0,2459322.338610378,9.0,0.0,2.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
100.0,125.0,4.0,7.0,1400000.0,2459322.338610378,9.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
135.0,160.0,4.0,25.0,2950000.0,2459322.338610378,8.0,0.0,2.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
90.0,95.0,3.0,7.0,1600000.0,2459322.338610378,2.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False
130.0,195.0,4.0,25.0,3125000.0,2459322.338610378,9.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False
145.0,165.0,4.0,18.0,2400000.0,2459322.338610378,11.0,0.0,2.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
105.0,115.0,4.0,7.0,2075000.0,2459322.338610378,12.0,0.0,2.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
220.0,240.0,5.0,7.0,5250000.0,2459322.338610378,15.0,0.0,2.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
145.0,170.0,4.0,25.0,1750000.0,2459322.338610378,8.0,0.0,1.0,1.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False
175.0,195.0,5.0,7.0,3950000.0,2459322.338610378,15.0,0.0,2.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
40.0,50.0,2.0,0.0,870000.0,2459322.338610378,11.0,0.0,1.0,1.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False
220.0,240.0,5.0,7.0,5250000.0,2459322.338610378,15.0,0.0,2.0,1.0,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False
150.0,170.0,4.0,13.0,2499000.0,2459322.338610378,10.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
75.0,90.0,3.0,0.0,1600000.0,2459322.338610378,11.0,0.0,2.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
110.0,125.0,4.0,7.0,3050000.0,2459322.338610378,11.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
110.0,130.0,4.0,0.0,1920000.0,2459322.338610378,5.0,0.0,2.0,1.0,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False
75.0,90.0,2.0,0.0,1095000.0,2459322.338610378,11.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
85.0,100.0,3.0,7.0,1745000.0,2459322.338610378,12.0,0.0,2.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
75.0,80.0,3.0,0.0,1650000.0,2459322.338610378,14.0,0.0,2.0,1.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False
135.0,165.0,4.0,25.0,1995000.0,2459322.338610378,7.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False
40.0,50.0,2.0,7.0,1435000.0,2459322.338610378,10.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
90.0,120.0,3.0,0.0,1850000.0,2459322.338610378,10.0,0.0,1.0,1.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False
85.0,110.0,3.5,7.0,1325000.0,2459322.338610378,6.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False
140.0,160.0,4.0,25.0,1665000.0,2459322.338610378,7.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False
155.0,175.0,4.0,18.0,1795000.0,2459322.338610378,8.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
82.0,105.0,3.0,0.0,1850000.0,2459322.338610378,13.0,0.0,2.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
150.0,170.0,4.0,25.0,2599000.0,2459322.338610378,12.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
85.0,110.0,3.0,0.0,2250000.0,2459322.338610378,9.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False
100.0,120.0,4.0,0.0,2200000.0,2459322.338610378,10.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
130.0,150.0,4.0,13.0,2690000.0,2459322.338610378,10.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
125.0,155.0,4.0,7.0,3750000.0,2459322.338610378,10.0,0.0,2.0,1.0,1.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
50.0,60.0,2.0,0.0,1450000.0,2459322.338610378,12.0,0.0,6.0,1.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False
155.0,185.0,4.0,25.0,1690000.0,2459322.338610378,9.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False
148.0,180.0,5.0,0.0,4100000.0,2459322.338610378,8.0,0.0,2.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
115.0,130.0,4.0,0.0,2700000.0,2459322.338610378,9.0,0.0,2.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
150.0,165.0,4.0,18.0,2290000.0,2459322.338610378,10.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
75.0,90.0,3.0,7.0,2550000.0,2459322.338610378,10.0,0.0,1.0,1.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False
95.0,120.0,3.0,7.0,2949000.0,2459322.338610378,9.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False
130.0,150.0,4.0,25.0,2349000.0,2459322.338610378,5.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False
90.0,100.0,3.0,7.0,1960000.0,2459322.338610378,14.0,0.0,1.0,1.0,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False
170.0,230.0,5.0,7.0,6750000.0,2459322.338610378,15.0,0.0,2.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
